client,site,country,tracc_practice,assessment_date,tracc_maturity
Client 3,Site 27,France,Focused Improvement,6/6/2016,1.69
Client 3,Site 27,France,Focused Improvement,6/7/2016,1.56
Client 3,Site 27,France,Focused Improvement,6/10/2016,1.15
Client 3,Site 27,France,Focused Improvement,6/27/2016,1.62
Client 3,Site 27,France,Focused Improvement,6/29/2016,1.15
Client 3,Site 27,France,Focused Improvement,7/1/2016,2.07
Client 3,Site 27,France,Focused Improvement,7/4/2016,2.12
Client 3,Site 27,France,Focused Improvement,7/6/2016,2.06
Client 3,Site 27,France,Focused Improvement,8/8/2016,1.93
Client 3,Site 27,France,Focused Improvement,8/11/2016,1.13
Client 3,Site 27,France,Focused Improvement,8/26/2016,1.24
Client 3,Site 27,France,Focused Improvement,8/30/2016,1.25
Client 3,Site 27,France,Focused Improvement,8/31/2016,1.88
Client 3,Site 27,France,Focused Improvement,9/5/2016,2.87
Client 3,Site 27,France,Focused Improvement,9/12/2016,1.61
Client 3,Site 27,France,Focused Improvement,9/15/2016,1.84
Client 3,Site 27,France,Focused Improvement,9/20/2016,1.48
Client 3,Site 27,France,Focused Improvement,9/23/2016,1.82
Client 3,Site 27,France,Focused Improvement,9/28/2016,1.93
Client 3,Site 27,France,Focused Improvement,9/30/2016,1.33
Client 3,Site 27,France,Focused Improvement,10/4/2016,2.43
Client 3,Site 27,France,Focused Improvement,10/5/2016,1.34
Client 3,Site 27,France,Focused Improvement,10/10/2016,1.6
Client 3,Site 27,France,Focused Improvement,10/11/2016,2.4
Client 3,Site 27,France,Focused Improvement,10/12/2016,2.43
Client 3,Site 27,France,Focused Improvement,10/17/2016,1.43
Client 3,Site 27,France,Focused Improvement,10/21/2016,1.5
Client 3,Site 27,France,Focused Improvement,10/24/2016,1.75
Client 3,Site 27,France,Focused Improvement,10/26/2016,1.15
Client 3,Site 27,France,Focused Improvement,11/1/2016,2.16
Client 3,Site 27,France,Focused Improvement,11/3/2016,1.5
Client 3,Site 27,France,Focused Improvement,11/4/2016,2.16
Client 3,Site 27,France,Focused Improvement,11/7/2016,1.75
Client 3,Site 27,France,Focused Improvement,11/10/2016,1.33
Client 3,Site 27,France,Focused Improvement,11/11/2016,2.87
Client 3,Site 27,France,Focused Improvement,11/16/2016,1.48
Client 3,Site 27,France,Focused Improvement,11/18/2016,2.05
Client 3,Site 27,France,Focused Improvement,11/28/2016,1.47
Client 3,Site 27,France,Focused Improvement,12/2/2016,1.51
Client 3,Site 27,France,Focused Improvement,12/5/2016,2.03
Client 3,Site 27,France,Focused Improvement,12/6/2016,1.72
Client 3,Site 27,France,Focused Improvement,12/12/2016,1.91
Client 3,Site 27,France,Focused Improvement,12/13/2016,1.89
Client 3,Site 27,France,Focused Improvement,12/15/2016,1.65
Client 3,Site 27,France,Focused Improvement,12/20/2016,2.09
Client 3,Site 27,France,Focused Improvement,12/23/2016,1.53
Client 3,Site 27,France,Focused Improvement,1/18/2017,1.92
Client 3,Site 27,France,Focused Improvement,1/20/2017,1.46
Client 3,Site 27,France,Focused Improvement,1/21/2017,1.73
Client 3,Site 27,France,Focused Improvement,1/23/2017,1.55
Client 3,Site 27,France,Focused Improvement,1/25/2017,2.16
Client 3,Site 27,France,Focused Improvement,1/26/2017,1.94
Client 3,Site 27,France,Focused Improvement,1/27/2017,1.65
Client 3,Site 27,France,Focused Improvement,1/30/2017,1.6
Client 3,Site 27,France,Focused Improvement,2/1/2017,1.78
Client 3,Site 27,France,Focused Improvement,2/3/2017,1.83
Client 3,Site 27,France,Focused Improvement,2/7/2017,1.68
Client 3,Site 27,France,Focused Improvement,2/14/2017,1.5
Client 3,Site 27,France,Focused Improvement,2/21/2017,1.73
Client 3,Site 27,France,Focused Improvement,2/23/2017,2.46
Client 3,Site 27,France,Focused Improvement,2/24/2017,1.7
Client 3,Site 27,France,Focused Improvement,2/27/2017,1.82
Client 3,Site 27,France,Focused Improvement,2/28/2017,1.78
Client 3,Site 27,France,Focused Improvement,3/6/2017,1.95
Client 3,Site 27,France,Focused Improvement,3/9/2017,2.64
Client 3,Site 27,France,Focused Improvement,3/12/2017,1.65
Client 3,Site 27,France,Focused Improvement,3/15/2017,1.75
Client 3,Site 27,France,Focused Improvement,3/16/2017,2.3
Client 3,Site 27,France,Focused Improvement,3/17/2017,1.64
Client 3,Site 27,France,Focused Improvement,3/20/2017,1.84
Client 3,Site 27,France,Focused Improvement,3/23/2017,2.34
Client 3,Site 27,France,Focused Improvement,3/27/2017,2.17
Client 3,Site 27,France,Focused Improvement,3/31/2017,1.82
Client 3,Site 27,France,Focused Improvement,4/6/2017,1.93
Client 3,Site 27,France,Focused Improvement,4/7/2017,2.48
Client 3,Site 27,France,Focused Improvement,4/10/2017,2.23
Client 3,Site 27,France,Focused Improvement,4/26/2017,1.54
Client 3,Site 27,France,Focused Improvement,5/9/2017,1.93
Client 3,Site 27,France,Focused Improvement,5/10/2017,1.71
Client 3,Site 27,France,Focused Improvement,5/18/2017,1.03
Client 3,Site 27,France,Focused Improvement,5/25/2017,2.43
Client 3,Site 27,France,Focused Improvement,5/31/2017,2.16
Client 3,Site 27,France,Focused Improvement,6/1/2017,1.55
Client 3,Site 27,France,Focused Improvement,6/4/2017,2.71
Client 3,Site 27,France,Focused Improvement,6/5/2017,2.15
Client 3,Site 27,France,Focused Improvement,6/7/2017,2
Client 3,Site 27,France,Focused Improvement,6/12/2017,1
Client 3,Site 27,France,Focused Improvement,6/13/2017,1.96
Client 3,Site 27,France,Focused Improvement,6/20/2017,1.62
Client 3,Site 27,France,Focused Improvement,6/27/2017,1.64
Client 3,Site 27,France,Focused Improvement,6/29/2017,1.03
Client 3,Site 27,France,Focused Improvement,7/6/2017,1.74
Client 3,Site 27,France,Focused Improvement,7/7/2017,2.52
Client 3,Site 27,France,Focused Improvement,7/26/2017,1.69
Client 3,Site 27,France,Focused Improvement,8/3/2017,2.55
Client 3,Site 27,France,Focused Improvement,8/7/2017,1.99
Client 3,Site 27,France,Focused Improvement,8/31/2017,1.88
Client 3,Site 27,France,Focused Improvement,9/1/2017,2.71
Client 3,Site 27,France,Focused Improvement,9/5/2017,2
Client 3,Site 27,France,Focused Improvement,9/7/2017,1.71
Client 3,Site 27,France,Focused Improvement,9/19/2017,1.78
Client 3,Site 27,France,Focused Improvement,9/26/2017,1.74
Client 3,Site 27,France,Focused Improvement,9/27/2017,2.1
Client 3,Site 27,France,Focused Improvement,10/5/2017,2.58
Client 3,Site 27,France,Focused Improvement,10/10/2017,1.75
Client 3,Site 27,France,Focused Improvement,10/23/2017,1.86
Client 3,Site 27,France,Focused Improvement,11/1/2017,1.71
Client 3,Site 27,France,Focused Improvement,11/2/2017,2.63
Client 3,Site 27,France,Focused Improvement,11/3/2017,2.95
Client 3,Site 27,France,Focused Improvement,11/8/2017,1.78
Client 3,Site 27,France,Focused Improvement,11/15/2017,2.25
Client 3,Site 27,France,Focused Improvement,11/16/2017,1.2
Client 3,Site 27,France,Focused Improvement,11/22/2017,1.83
Client 3,Site 27,France,Focused Improvement,11/30/2017,1.54
Client 3,Site 27,France,Focused Improvement,12/1/2017,2.03
Client 3,Site 27,France,Focused Improvement,12/5/2017,1.97
Client 3,Site 27,France,Focused Improvement,12/13/2017,2.24
Client 3,Site 27,France,Focused Improvement,1/18/2018,2.16
Client 3,Site 27,France,Focused Improvement,1/30/2018,1.94
Client 3,Site 27,France,Focused Improvement,2/6/2018,1
Client 3,Site 27,France,Focused Improvement,2/23/2018,1.97
Client 3,Site 27,France,Focused Improvement,2/28/2018,2.71
Client 3,Site 27,France,Focused Improvement,3/1/2018,2.68
Client 3,Site 27,France,Focused Improvement,3/7/2018,1.92
Client 3,Site 27,France,Focused Improvement,3/8/2018,2.3
Client 3,Site 27,France,Focused Improvement,3/12/2018,2.14
Client 3,Site 27,France,Focused Improvement,3/13/2018,2.26
Client 3,Site 27,France,Focused Improvement,3/14/2018,2.31
Client 3,Site 27,France,Focused Improvement,3/15/2018,2.52
Client 3,Site 27,France,Focused Improvement,3/22/2018,2.43
Client 3,Site 27,France,Focused Improvement,5/7/2018,2.34
Client 3,Site 27,France,Focused Improvement,5/8/2018,2.71
Client 3,Site 27,France,Focused Improvement,5/16/2018,1.91
Client 3,Site 27,France,Focused Improvement,6/4/2018,1.97
Client 3,Site 27,France,Focused Improvement,6/5/2018,1
Client 3,Site 27,France,Focused Improvement,6/6/2018,2.01
Client 3,Site 27,France,Focused Improvement,6/7/2018,2.24
Client 3,Site 27,France,Focused Improvement,6/15/2018,1.78
Client 3,Site 27,France,Focused Improvement,6/27/2018,2.71
Client 3,Site 27,France,Focused Improvement,7/4/2018,2
Client 3,Site 27,France,Focused Improvement,7/5/2018,1.88
Client 3,Site 27,France,Focused Improvement,7/20/2018,1.99
Client 3,Site 27,France,Focused Improvement,8/14/2018,1.88
Client 3,Site 27,France,Focused Improvement,8/20/2018,2.71
Client 3,Site 27,France,Focused Improvement,9/7/2018,2.03
Client 3,Site 27,France,Focused Improvement,9/17/2018,2.75
Client 3,Site 27,France,Focused Improvement,10/4/2018,2.03
Client 3,Site 27,France,Teamwork,1/7/2016,1.6
Client 3,Site 27,France,Teamwork,1/21/2016,2.72
Client 3,Site 27,France,Teamwork,1/22/2016,1.96
Client 3,Site 27,France,Teamwork,1/26/2016,1.79
Client 3,Site 27,France,Teamwork,1/27/2016,1.29
Client 3,Site 27,France,Teamwork,2/1/2016,2.33
Client 3,Site 27,France,Teamwork,2/3/2016,2.06
Client 3,Site 27,France,Teamwork,2/4/2016,2.05
Client 3,Site 27,France,Teamwork,2/5/2016,2.38
Client 3,Site 27,France,Teamwork,2/8/2016,2
Client 3,Site 27,France,Teamwork,2/9/2016,2.24
Client 3,Site 27,France,Teamwork,2/17/2016,2.33
Client 3,Site 27,France,Teamwork,2/18/2016,2.05
Client 3,Site 27,France,Teamwork,2/26/2016,2.17
Client 3,Site 27,France,Teamwork,2/28/2016,2.46
Client 3,Site 27,France,Teamwork,2/29/2016,2.82
Client 3,Site 27,France,Teamwork,3/1/2016,2.23
Client 3,Site 27,France,Teamwork,3/2/2016,1.77
Client 3,Site 27,France,Teamwork,3/3/2016,2.18
Client 3,Site 27,France,Teamwork,3/14/2016,2.69
Client 3,Site 27,France,Teamwork,3/17/2016,2.33
Client 3,Site 27,France,Teamwork,3/23/2016,2.21
Client 3,Site 27,France,Teamwork,3/31/2016,2.46
Client 3,Site 27,France,Teamwork,4/1/2016,2.27
Client 3,Site 27,France,Teamwork,4/5/2016,1.88
Client 3,Site 27,France,Teamwork,4/12/2016,1.77
Client 3,Site 27,France,Teamwork,4/28/2016,2.88
Client 3,Site 27,France,Teamwork,5/3/2016,1.39
Client 3,Site 27,France,Teamwork,5/4/2016,1.6
Client 3,Site 27,France,Teamwork,5/10/2016,1.15
Client 3,Site 27,France,Teamwork,5/19/2016,2.44
Client 3,Site 27,France,Teamwork,5/23/2016,1.29
Client 3,Site 27,France,Teamwork,5/24/2016,1.18
Client 3,Site 27,France,Teamwork,5/25/2016,2.4
Client 3,Site 27,France,Teamwork,5/30/2016,1.21
Client 3,Site 27,France,Teamwork,5/31/2016,1.49
Client 3,Site 27,France,Teamwork,6/6/2016,1.84
Client 3,Site 27,France,Teamwork,6/7/2016,1.61
Client 3,Site 27,France,Teamwork,6/27/2016,2.17
Client 3,Site 27,France,Teamwork,6/30/2016,1.73
Client 3,Site 27,France,Teamwork,7/4/2016,1.87
Client 3,Site 27,France,Teamwork,7/5/2016,1.26
Client 3,Site 27,France,Teamwork,7/27/2016,2.42
Client 3,Site 27,France,Teamwork,8/5/2016,1.83
Client 3,Site 27,France,Teamwork,8/8/2016,1.72
Client 3,Site 27,France,Teamwork,8/18/2016,2.59
Client 3,Site 27,France,Teamwork,9/7/2016,2.38
Client 3,Site 27,France,Teamwork,9/12/2016,1
Client 3,Site 27,France,Teamwork,9/15/2016,1.85
Client 3,Site 27,France,Teamwork,9/19/2016,2.72
Client 3,Site 27,France,Teamwork,9/20/2016,1.77
Client 3,Site 27,France,Teamwork,9/21/2016,2.08
Client 3,Site 27,France,Teamwork,9/23/2016,2.11
Client 3,Site 27,France,Teamwork,9/26/2016,1.35
Client 3,Site 27,France,Teamwork,10/4/2016,2.53
Client 3,Site 27,France,Teamwork,10/5/2016,1.28
Client 3,Site 27,France,Teamwork,10/6/2016,1.84
Client 3,Site 27,France,Teamwork,10/10/2016,2.01
Client 3,Site 27,France,Teamwork,10/26/2016,2.59
Client 3,Site 27,France,Teamwork,11/1/2016,2.53
Client 3,Site 27,France,Teamwork,11/2/2016,2.78
Client 3,Site 27,France,Teamwork,11/3/2016,1.27
Client 3,Site 27,France,Teamwork,11/5/2016,1.55
Client 3,Site 27,France,Teamwork,11/7/2016,1.69
Client 3,Site 27,France,Teamwork,11/8/2016,2.72
Client 3,Site 27,France,Teamwork,11/9/2016,2.63
Client 3,Site 27,France,Teamwork,11/11/2016,2.78
Client 3,Site 27,France,Teamwork,11/16/2016,1.95
Client 3,Site 27,France,Teamwork,11/18/2016,1.38
Client 3,Site 27,France,Teamwork,11/23/2016,1.31
Client 3,Site 27,France,Teamwork,11/28/2016,1.77
Client 3,Site 27,France,Teamwork,12/5/2016,1.87
Client 3,Site 27,France,Teamwork,12/6/2016,1.85
Client 3,Site 27,France,Teamwork,12/12/2016,1.7
Client 3,Site 27,France,Teamwork,12/13/2016,1.33
Client 3,Site 27,France,Teamwork,12/14/2016,2.43
Client 3,Site 27,France,Teamwork,12/20/2016,1.6
Client 3,Site 27,France,Teamwork,1/9/2017,2.69
Client 3,Site 27,France,Teamwork,1/13/2017,1.55
Client 3,Site 27,France,Teamwork,1/18/2017,1.93
Client 3,Site 27,France,Teamwork,1/20/2017,1.49
Client 3,Site 27,France,Teamwork,1/23/2017,2.07
Client 3,Site 27,France,Teamwork,1/25/2017,1.44
Client 3,Site 27,France,Teamwork,1/26/2017,1.96
Client 3,Site 27,France,Teamwork,1/27/2017,2.88
Client 3,Site 27,France,Teamwork,1/30/2017,1.7
Client 3,Site 27,France,Teamwork,1/31/2017,2.13
Client 3,Site 27,France,Teamwork,2/1/2017,2.66
Client 3,Site 27,France,Teamwork,2/3/2017,2.08
Client 3,Site 27,France,Teamwork,2/7/2017,1.84
Client 3,Site 27,France,Teamwork,2/14/2017,1.42
Client 3,Site 27,France,Teamwork,2/17/2017,1.75
Client 3,Site 27,France,Teamwork,2/21/2017,1.86
Client 3,Site 27,France,Teamwork,2/22/2017,1.41
Client 3,Site 27,France,Teamwork,2/23/2017,2.72
Client 3,Site 27,France,Teamwork,2/28/2017,2.09
Client 3,Site 27,France,Teamwork,3/6/2017,1.85
Client 3,Site 27,France,Teamwork,3/8/2017,2.51
Client 3,Site 27,France,Teamwork,3/15/2017,2.72
Client 3,Site 27,France,Teamwork,3/16/2017,2.4
Client 3,Site 27,France,Teamwork,3/17/2017,1.95
Client 3,Site 27,France,Teamwork,3/20/2017,1.54
Client 3,Site 27,France,Teamwork,3/22/2017,2.04
Client 3,Site 27,France,Teamwork,3/26/2017,2.97
Client 3,Site 27,France,Teamwork,3/27/2017,1.77
Client 3,Site 27,France,Teamwork,3/29/2017,1.96
Client 3,Site 27,France,Teamwork,3/30/2017,2.97
Client 3,Site 27,France,Teamwork,3/31/2017,2.81
Client 3,Site 27,France,Teamwork,4/5/2017,2.19
Client 3,Site 27,France,Teamwork,4/7/2017,1.43
Client 3,Site 27,France,Teamwork,4/10/2017,2.65
Client 3,Site 27,France,Teamwork,4/14/2017,1.64
Client 3,Site 27,France,Teamwork,4/26/2017,2.83
Client 3,Site 27,France,Teamwork,4/28/2017,1.68
Client 3,Site 27,France,Teamwork,4/30/2017,2.1
Client 3,Site 27,France,Teamwork,5/2/2017,1.8
Client 3,Site 27,France,Teamwork,5/8/2017,2.08
Client 3,Site 27,France,Teamwork,5/9/2017,1.63
Client 3,Site 27,France,Teamwork,5/12/2017,1.68
Client 3,Site 27,France,Teamwork,5/18/2017,1.06
Client 3,Site 27,France,Teamwork,5/22/2017,2.12
Client 3,Site 27,France,Teamwork,5/24/2017,2.97
Client 3,Site 27,France,Teamwork,5/30/2017,1.97
Client 3,Site 27,France,Teamwork,5/31/2017,2.35
Client 3,Site 27,France,Teamwork,6/2/2017,2.97
Client 3,Site 27,France,Teamwork,6/4/2017,1.73
Client 3,Site 27,France,Teamwork,6/5/2017,1.73
Client 3,Site 27,France,Teamwork,6/6/2017,1.83
Client 3,Site 27,France,Teamwork,6/7/2017,1.77
Client 3,Site 27,France,Teamwork,6/8/2017,1.68
Client 3,Site 27,France,Teamwork,6/9/2017,2.97
Client 3,Site 27,France,Teamwork,6/10/2017,1.66
Client 3,Site 27,France,Teamwork,6/12/2017,1
Client 3,Site 27,France,Teamwork,6/20/2017,2.15
Client 3,Site 27,France,Teamwork,6/22/2017,2.97
Client 3,Site 27,France,Teamwork,6/23/2017,2.52
Client 3,Site 27,France,Teamwork,6/26/2017,2.23
Client 3,Site 27,France,Teamwork,6/28/2017,1.75
Client 3,Site 27,France,Teamwork,7/10/2017,1
Client 3,Site 27,France,Teamwork,7/11/2017,2.21
Client 3,Site 27,France,Teamwork,7/16/2017,1.84
Client 3,Site 27,France,Teamwork,7/24/2017,1.68
Client 3,Site 27,France,Teamwork,7/25/2017,1.89
Client 3,Site 27,France,Teamwork,8/1/2017,2.94
Client 3,Site 27,France,Teamwork,8/3/2017,2.55
Client 3,Site 27,France,Teamwork,8/24/2017,1.7
Client 3,Site 27,France,Teamwork,8/28/2017,2.94
Client 3,Site 27,France,Teamwork,8/30/2017,2.24
Client 3,Site 27,France,Teamwork,8/31/2017,1.38
Client 3,Site 27,France,Teamwork,9/1/2017,2.87
Client 3,Site 27,France,Teamwork,9/6/2017,1.93
Client 3,Site 27,France,Teamwork,9/7/2017,2.05
Client 3,Site 27,France,Teamwork,9/8/2017,2.07
Client 3,Site 27,France,Teamwork,9/11/2017,1.7
Client 3,Site 27,France,Teamwork,9/19/2017,1.92
Client 3,Site 27,France,Teamwork,9/25/2017,2.3
Client 3,Site 27,France,Teamwork,9/26/2017,1.96
Client 3,Site 27,France,Teamwork,9/27/2017,2.44
Client 3,Site 27,France,Teamwork,10/5/2017,2.91
Client 3,Site 27,France,Teamwork,10/10/2017,2.33
Client 3,Site 27,France,Teamwork,10/18/2017,1.75
Client 3,Site 27,France,Teamwork,10/19/2017,2.91
Client 3,Site 27,France,Teamwork,10/31/2017,2.94
Client 3,Site 27,France,Teamwork,11/1/2017,1.9
Client 3,Site 27,France,Teamwork,11/3/2017,2.52
Client 3,Site 27,France,Teamwork,11/8/2017,2.94
Client 3,Site 27,France,Teamwork,11/15/2017,2.21
Client 3,Site 27,France,Teamwork,11/16/2017,1.31
Client 3,Site 27,France,Teamwork,11/27/2017,2.78
Client 3,Site 27,France,Teamwork,11/29/2017,2
Client 3,Site 27,France,Teamwork,11/30/2017,2.4
Client 3,Site 27,France,Teamwork,12/4/2017,1.09
Client 3,Site 27,France,Teamwork,12/5/2017,2.56
Client 3,Site 27,France,Teamwork,12/7/2017,2.61
Client 3,Site 27,France,Teamwork,12/14/2017,2.91
Client 3,Site 27,France,Teamwork,1/11/2018,2.91
Client 3,Site 27,France,Teamwork,1/18/2018,2.41
Client 3,Site 27,France,Teamwork,1/25/2018,2.42
Client 3,Site 27,France,Teamwork,2/6/2018,1.88
Client 3,Site 27,France,Teamwork,2/7/2018,2.94
Client 3,Site 27,France,Teamwork,2/21/2018,2.47
Client 3,Site 27,France,Teamwork,3/5/2018,2.55
Client 3,Site 27,France,Teamwork,3/6/2018,2.17
Client 3,Site 27,France,Teamwork,3/7/2018,2.33
Client 3,Site 27,France,Teamwork,3/8/2018,2.8
Client 3,Site 27,France,Teamwork,3/12/2018,2.4
Client 3,Site 27,France,Teamwork,3/13/2018,2.51
Client 3,Site 27,France,Teamwork,3/14/2018,1.82
Client 3,Site 27,France,Teamwork,3/15/2018,2.58
Client 3,Site 27,France,Teamwork,3/27/2018,2.94
Client 3,Site 27,France,Teamwork,4/17/2018,2.94
Client 3,Site 27,France,Teamwork,5/11/2018,2.58
Client 3,Site 27,France,Teamwork,5/29/2018,2.94
Client 3,Site 27,France,Teamwork,5/31/2018,1.87
Client 3,Site 27,France,Teamwork,6/4/2018,1
Client 3,Site 27,France,Teamwork,6/5/2018,1.53
Client 3,Site 27,France,Teamwork,6/6/2018,2.49
Client 3,Site 27,France,Teamwork,7/9/2018,2.04
Client 3,Site 27,France,Teamwork,7/10/2018,2.04
Client 3,Site 27,France,Teamwork,8/8/2018,2.67
Client 3,Site 27,France,Teamwork,9/17/2018,2.64
Client 3,Site 27,France,Teamwork,9/26/2018,2.7
Client 3,Site 27,France,Teamwork,10/6/2018,2.42
Client 3,Site 27,France,Visual Management,1/7/2016,1.52
Client 3,Site 27,France,Visual Management,1/21/2016,2.83
Client 3,Site 27,France,Visual Management,1/22/2016,1.93
Client 3,Site 27,France,Visual Management,1/26/2016,2.16
Client 3,Site 27,France,Visual Management,1/27/2016,1.29
Client 3,Site 27,France,Visual Management,2/4/2016,2.1
Client 3,Site 27,France,Visual Management,2/5/2016,2.02
Client 3,Site 27,France,Visual Management,2/10/2016,2.33
Client 3,Site 27,France,Visual Management,2/18/2016,2.19
Client 3,Site 27,France,Visual Management,2/29/2016,2.91
Client 3,Site 27,France,Visual Management,3/1/2016,2.04
Client 3,Site 27,France,Visual Management,3/2/2016,1.87
Client 3,Site 27,France,Visual Management,3/3/2016,2.13
Client 3,Site 27,France,Visual Management,3/9/2016,1.71
Client 3,Site 27,France,Visual Management,3/14/2016,2.64
Client 3,Site 27,France,Visual Management,3/17/2016,2.29
Client 3,Site 27,France,Visual Management,4/1/2016,2.28
Client 3,Site 27,France,Visual Management,4/5/2016,1.18
Client 3,Site 27,France,Visual Management,4/6/2016,2.17
Client 3,Site 27,France,Visual Management,4/11/2016,2.71
Client 3,Site 27,France,Visual Management,4/12/2016,1.87
Client 3,Site 27,France,Visual Management,4/13/2016,2.71
Client 3,Site 27,France,Visual Management,5/3/2016,2.22
Client 3,Site 27,France,Visual Management,5/4/2016,1.43
Client 3,Site 27,France,Visual Management,5/5/2016,2.33
Client 3,Site 27,France,Visual Management,5/10/2016,1.07
Client 3,Site 27,France,Visual Management,5/19/2016,1.13
Client 3,Site 27,France,Visual Management,5/24/2016,2.38
Client 3,Site 27,France,Visual Management,5/27/2016,1.11
Client 3,Site 27,France,Visual Management,5/29/2016,2.33
Client 3,Site 27,France,Visual Management,5/30/2016,1.71
Client 3,Site 27,France,Visual Management,5/31/2016,1.74
Client 3,Site 27,France,Visual Management,6/3/2016,1.63
Client 3,Site 27,France,Visual Management,6/7/2016,1.6
Client 3,Site 27,France,Visual Management,6/30/2016,1.96
Client 3,Site 27,France,Visual Management,7/3/2016,1.14
Client 3,Site 27,France,Visual Management,7/4/2016,2.28
Client 3,Site 27,France,Visual Management,7/6/2016,2.42
Client 3,Site 27,France,Visual Management,7/18/2016,2.5
Client 3,Site 27,France,Visual Management,7/28/2016,2.42
Client 3,Site 27,France,Visual Management,8/1/2016,2.46
Client 3,Site 27,France,Visual Management,8/5/2016,1.77
Client 3,Site 27,France,Visual Management,8/8/2016,1.97
Client 3,Site 27,France,Visual Management,8/10/2016,1.16
Client 3,Site 27,France,Visual Management,8/11/2016,1.16
Client 3,Site 27,France,Visual Management,8/16/2016,1.14
Client 3,Site 27,France,Visual Management,8/31/2016,1.58
Client 3,Site 27,France,Visual Management,9/5/2016,2.75
Client 3,Site 27,France,Visual Management,9/14/2016,1.23
Client 3,Site 27,France,Visual Management,9/15/2016,1.98
Client 3,Site 27,France,Visual Management,9/21/2016,2.5
Client 3,Site 27,France,Visual Management,9/22/2016,1.57
Client 3,Site 27,France,Visual Management,9/23/2016,1.79
Client 3,Site 27,France,Visual Management,9/27/2016,1.31
Client 3,Site 27,France,Visual Management,9/28/2016,2.09
Client 3,Site 27,France,Visual Management,10/3/2016,1.93
Client 3,Site 27,France,Visual Management,10/4/2016,2.67
Client 3,Site 27,France,Visual Management,10/5/2016,1.3
Client 3,Site 27,France,Visual Management,10/10/2016,1.91
Client 3,Site 27,France,Visual Management,10/25/2016,2.06
Client 3,Site 27,France,Visual Management,10/26/2016,2.58
Client 3,Site 27,France,Visual Management,11/1/2016,1.48
Client 3,Site 27,France,Visual Management,11/2/2016,1.39
Client 3,Site 27,France,Visual Management,11/3/2016,1.39
Client 3,Site 27,France,Visual Management,11/7/2016,1.77
Client 3,Site 27,France,Visual Management,11/8/2016,1.65
Client 3,Site 27,France,Visual Management,11/11/2016,2.75
Client 3,Site 27,France,Visual Management,11/16/2016,1.5
Client 3,Site 27,France,Visual Management,11/18/2016,1.88
Client 3,Site 27,France,Visual Management,11/28/2016,1.5
Client 3,Site 27,France,Visual Management,11/29/2016,1.43
Client 3,Site 27,France,Visual Management,12/1/2016,1.91
Client 3,Site 27,France,Visual Management,12/6/2016,1.52
Client 3,Site 27,France,Visual Management,12/12/2016,1.78
Client 3,Site 27,France,Visual Management,12/13/2016,2.04
Client 3,Site 27,France,Visual Management,12/14/2016,2.67
Client 3,Site 27,France,Visual Management,12/15/2016,2.58
Client 3,Site 27,France,Visual Management,12/20/2016,1.89
Client 3,Site 27,France,Visual Management,12/22/2016,2.75
Client 3,Site 27,France,Visual Management,1/9/2017,2.79
Client 3,Site 27,France,Visual Management,1/12/2017,1.65
Client 3,Site 27,France,Visual Management,1/18/2017,2.08
Client 3,Site 27,France,Visual Management,1/20/2017,1.52
Client 3,Site 27,France,Visual Management,1/21/2017,1.8
Client 3,Site 27,France,Visual Management,1/23/2017,1.48
Client 3,Site 27,France,Visual Management,1/24/2017,1.5
Client 3,Site 27,France,Visual Management,1/25/2017,2.12
Client 3,Site 27,France,Visual Management,1/26/2017,1.83
Client 3,Site 27,France,Visual Management,1/27/2017,2.41
Client 3,Site 27,France,Visual Management,1/31/2017,2.39
Client 3,Site 27,France,Visual Management,2/3/2017,2.17
Client 3,Site 27,France,Visual Management,2/7/2017,1.63
Client 3,Site 27,France,Visual Management,2/14/2017,1.96
Client 3,Site 27,France,Visual Management,2/20/2017,1.57
Client 3,Site 27,France,Visual Management,2/21/2017,1.95
Client 3,Site 27,France,Visual Management,2/22/2017,1.65
Client 3,Site 27,France,Visual Management,2/23/2017,2.66
Client 3,Site 27,France,Visual Management,2/27/2017,1.69
Client 3,Site 27,France,Visual Management,3/1/2017,2
Client 3,Site 27,France,Visual Management,3/2/2017,2.46
Client 3,Site 27,France,Visual Management,3/6/2017,1.73
Client 3,Site 27,France,Visual Management,3/8/2017,2.51
Client 3,Site 27,France,Visual Management,3/15/2017,2.87
Client 3,Site 27,France,Visual Management,3/16/2017,2.41
Client 3,Site 27,France,Visual Management,3/17/2017,1.77
Client 3,Site 27,France,Visual Management,3/20/2017,2.01
Client 3,Site 27,France,Visual Management,3/22/2017,1.91
Client 3,Site 27,France,Visual Management,3/27/2017,2.39
Client 3,Site 27,France,Visual Management,3/28/2017,2.05
Client 3,Site 27,France,Visual Management,3/29/2017,1.78
Client 3,Site 27,France,Visual Management,3/30/2017,2.26
Client 3,Site 27,France,Visual Management,4/5/2017,1.63
Client 3,Site 27,France,Visual Management,4/7/2017,2.92
Client 3,Site 27,France,Visual Management,4/10/2017,2.2
Client 3,Site 27,France,Visual Management,4/28/2017,1.76
Client 3,Site 27,France,Visual Management,5/10/2017,2.21
Client 3,Site 27,France,Visual Management,5/18/2017,1.06
Client 3,Site 27,France,Visual Management,5/29/2017,2.81
Client 3,Site 27,France,Visual Management,5/31/2017,2.95
Client 3,Site 27,France,Visual Management,6/1/2017,1.67
Client 3,Site 27,France,Visual Management,6/2/2017,1.66
Client 3,Site 27,France,Visual Management,6/4/2017,2.95
